,county,lead,state,totalpop,men,women,hispanic,white,black,native,asian,pacific,citizen,income,incomeerr,incomepercap,incomepercaperr,poverty,childpoverty,professional,service,office,construction,production,drive,carpool,transit,walk,othertransp,workathome,meancommute,employed,privatework,publicwork,selfemployed,familywork,unemployment
2246,Canyon,Donald Trump,ID,198921.0,98609.0,100312.0,24.5,71.6,0.4,0.6,0.8,0.1,128228.0,42888.0,1106.0,17915.0,448.0,19.4,26.1,25.7,19.5,24.4,14.3,16.0,78.0,11.1,0.3,1.4,2.6,6.6,24.0,81460.0,79.8,12.7,7.2,0.3,9.4
2254,Vanderburgh,Donald Trump,IN,181305.0,87661.0,93644.0,2.4,84.6,9.0,0.2,1.1,0.1,139081.0,43046.0,1049.0,24961.0,650.0,16.6,24.6,30.8,18.5,25.4,8.3,16.9,84.9,7.7,1.8,1.7,1.2,2.8,19.3,86077.0,87.0,9.2,3.7,0.1,6.2
2257,Kenton,Donald Trump,KY,163007.0,80417.0,82590.0,2.9,89.2,4.5,0.2,1.2,0.0,120604.0,54296.0,1616.0,27847.0,593.0,14.6,23.0,35.8,15.5,26.6,7.5,14.6,83.6,8.7,2.3,1.7,0.8,2.9,23.3,79447.0,86.1,10.6,3.2,0.1,7.7
2263,Berrien,Donald Trump,MI,155565.0,76026.0,79539.0,5.0,75.3,14.9,0.3,1.8,0.0,114842.0,44993.0,1009.0,25241.0,555.0,17.7,26.5,32.9,18.8,23.1,8.8,16.5,82.6,8.1,0.5,2.7,1.5,4.7,19.6,68463.0,85.3,8.9,5.6,0.2,9.4
2269,Hays,Donald Trump,TX,177562.0,88420.0,89142.0,36.7,56.6,3.4,0.3,1.2,0.1,126414.0,58583.0,2124.0,27398.0,587.0,16.9,17.4,36.9,17.6,27.6,9.4,8.4,77.8,11.6,1.0,1.7,1.9,6.0,29.3,87233.0,73.5,19.4,7.0,0.2,6.7
2273,Sumner,Donald Trump,TN,169623.0,82811.0,86812.0,4.2,85.9,6.9,0.3,1.3,0.1,125187.0,57382.0,1282.0,28883.0,891.0,9.3,12.7,35.1,15.0,27.5,8.1,14.4,84.1,9.1,0.5,0.9,0.8,4.6,27.7,82224.0,79.1,12.9,7.8,0.2,6.0
2280,Catawba,Donald Trump,NC,154610.0,75784.0,78826.0,8.8,77.0,8.4,0.3,3.8,0.0,112497.0,44376.0,1522.0,23657.0,648.0,15.5,23.2,31.4,15.8,23.1,7.0,22.8,85.6,8.8,0.1,0.9,1.0,3.6,22.3,69954.0,83.8,10.9,5.2,0.1,8.2
2283,Monterey,Hillary Clinton,CA,428441.0,219299.0,209142.0,56.9,31.5,2.6,0.3,5.9,0.5,229007.0,58783.0,1121.0,24994.0,640.0,17.0,25.1,27.6,20.5,20.7,20.0,11.2,70.5,11.9,2.1,3.1,8.0,4.5,22.3,177333.0,76.6,15.1,8.2,0.2,8.4
2288,Hunterdon,Donald Trump,NJ,126250.0,62901.0,63349.0,5.9,86.9,2.4,0.1,3.6,0.2,94644.0,105444.0,2651.0,51353.0,1410.0,4.4,5.0,50.8,13.4,23.2,6.6,5.9,82.3,5.5,2.1,1.8,0.7,7.6,32.9,65918.0,79.6,13.6,6.6,0.1,5.9
2297,Fairfield,Donald Trump,OH,149112.0,74128.0,74984.0,2.0,88.0,6.4,0.1,1.4,0.0,110571.0,60567.0,1568.0,28130.0,657.0,10.3,13.9,36.2,17.9,24.7,8.3,13.0,85.4,7.6,0.3,1.5,1.1,4.1,27.3,69708.0,79.0,16.0,4.8,0.2,6.9
2302,Benton,Donald Trump,WA,184930.0,92396.0,92534.0,20.0,72.6,1.4,0.6,2.6,0.1,125134.0,60251.0,1370.0,28758.0,528.0,14.2,21.9,37.7,16.4,22.0,12.2,11.8,80.6,11.1,1.1,2.1,1.2,3.8,21.7,82427.0,78.6,16.9,4.3,0.1,6.9
2309,Santa Fe,Hillary Clinton,NM,147108.0,71649.0,75459.0,51.1,43.2,0.6,2.4,1.1,0.0,105482.0,54315.0,1546.0,33044.0,790.0,15.6,23.0,43.3,20.4,21.5,8.0,6.8,75.4,10.6,1.1,2.3,2.4,8.1,21.8,70423.0,66.6,20.7,12.4,0.2,7.9
2317,Hall,Donald Trump,GA,187916.0,93746.0,94170.0,27.1,62.3,7.3,0.2,1.7,0.0,116661.0,51202.0,1016.0,24292.0,627.0,18.4,27.6,28.3,15.1,24.3,11.1,21.2,79.5,13.3,0.3,0.9,2.1,3.9,26.0,84198.0,83.7,11.2,5.1,0.0,7.5
2328,El Dorado,Donald Trump,CA,182093.0,90970.0,91123.0,12.5,79.0,0.9,0.6,3.9,0.1,135584.0,69584.0,1835.0,35588.0,844.0,10.4,13.3,40.2,19.2,24.9,8.7,7.1,76.2,9.7,1.7,2.5,2.2,7.8,28.4,79568.0,71.8,16.8,11.1,0.2,11.1
2333,Jackson,Donald Trump,MI,159759.0,81765.0,77994.0,3.3,85.2,8.4,0.4,0.7,0.0,122689.0,46326.0,1459.0,23377.0,503.0,17.0,27.6,29.0,19.2,24.7,8.5,18.6,82.3,10.4,0.4,2.3,1.3,3.2,23.1,65183.0,83.5,11.0,5.4,0.1,10.3
2339,Franklin,Donald Trump,PA,152285.0,74663.0,77622.0,4.9,89.2,3.6,0.2,1.0,0.0,114089.0,53916.0,1606.0,26025.0,651.0,11.7,18.4,30.7,17.2,23.0,10.5,18.6,82.6,10.4,0.3,2.4,0.9,3.4,23.5,71278.0,81.1,12.2,6.4,0.3,6.9
2344,Alamance,Donald Trump,NC,155258.0,74019.0,81239.0,11.9,65.9,18.2,0.2,1.5,0.1,111289.0,41814.0,1165.0,23434.0,489.0,19.2,29.1,31.7,18.0,24.2,10.0,16.1,83.1,10.6,0.3,1.4,1.3,3.4,23.7,71156.0,81.2,12.7,5.8,0.3,7.9
2347,Wright,Donald Trump,MN,128691.0,64704.0,63987.0,2.7,93.1,1.0,0.4,1.0,0.0,89885.0,73557.0,2119.0,30238.0,566.0,6.2,7.1,35.1,14.3,24.3,11.4,15.0,83.3,8.2,0.8,1.4,1.5,4.8,30.4,67669.0,83.8,10.2,5.9,0.1,5.2
2356,Marathon,Donald Trump,WI,135177.0,67921.0,67256.0,2.5,89.5,0.7,0.3,5.4,0.0,101102.0,54083.0,1252.0,28457.0,850.0,10.6,15.6,33.6,14.0,24.2,8.7,19.4,82.2,8.8,0.4,2.3,1.7,4.6,19.1,69834.0,84.5,9.7,5.5,0.3,5.7
2363,Newport News city,Hillary Clinton,VA,181323.0,87790.0,93533.0,8.2,45.2,39.4,0.2,3.0,0.2,132255.0,50077.0,1054.0,25369.0,469.0,15.7,24.1,33.1,20.4,24.8,9.5,12.2,79.2,9.4,3.5,4.0,1.5,2.5,23.0,82572.0,74.8,21.6,3.5,0.0,9.1
2368,Muscogee,Hillary Clinton,GA,200285.0,98321.0,101964.0,7.3,42.4,44.2,0.3,2.3,0.2,145688.0,42306.0,1071.0,23318.0,574.0,20.5,29.4,32.9,20.9,26.8,6.8,12.5,78.3,10.4,1.2,1.1,1.7,7.3,19.6,78531.0,75.6,20.3,4.0,0.1,11.0
2384,Strafford,Hillary Clinton,NH,125273.0,61104.0,64169.0,2.1,91.9,0.9,0.1,2.8,0.0,97498.0,60711.0,1311.0,29917.0,821.0,11.1,12.9,37.3,17.6,24.1,8.5,12.4,78.4,8.4,2.1,5.4,1.4,4.3,26.8,66369.0,79.0,15.6,5.3,0.0,6.5
2389,Brunswick,Donald Trump,NC,115926.0,56359.0,59567.0,4.8,81.2,10.6,0.3,0.6,0.4,92923.0,46859.0,1715.0,27586.0,1126.0,16.3,29.1,28.8,21.6,25.9,13.4,10.3,79.6,13.3,0.4,0.7,1.2,4.8,23.7,45213.0,78.0,13.6,8.1,0.2,11.4
2392,Kootenai,Donald Trump,ID,145046.0,71718.0,73328.0,4.2,91.3,0.3,1.3,0.7,0.1,109389.0,49403.0,1537.0,25744.0,760.0,13.0,16.5,31.0,18.4,27.2,11.6,11.9,80.8,8.8,0.4,2.2,1.9,6.0,20.9,65216.0,79.7,12.1,8.0,0.3,7.9
2400,Johnson,Donald Trump,IN,145645.0,71670.0,73975.0,3.4,91.0,1.9,0.1,2.0,0.0,105524.0,62147.0,1830.0,28889.0,618.0,9.9,13.7,37.4,14.5,26.0,9.1,13.0,86.1,7.9,0.3,1.3,0.8,3.7,26.2,70667.0,84.1,10.4,5.4,0.1,6.3
2403,Brazos,Donald Trump,TX,205271.0,104060.0,101211.0,24.4,57.6,10.4,0.1,5.7,0.0,143848.0,39808.0,1299.0,22648.0,547.0,27.9,24.3,40.1,17.2,24.7,9.3,8.7,76.3,12.0,2.7,3.6,2.6,2.9,17.7,98294.0,68.3,25.6,5.8,0.2,6.4
2407,Kennebec,Donald Trump,ME,121112.0,58759.0,62353.0,1.4,95.1,0.8,0.6,0.8,0.0,95753.0,46917.0,1596.0,25957.0,607.0,13.8,19.2,35.7,17.6,25.8,10.3,10.5,80.0,9.8,0.2,4.0,1.7,4.2,23.5,57787.0,71.9,20.1,7.8,0.2,7.7
2411,Rensselaer,Donald Trump,NY,159900.0,78944.0,80956.0,4.3,84.6,5.7,0.0,2.3,0.0,124064.0,60709.0,1505.0,30803.0,672.0,12.4,19.3,38.9,16.7,25.4,8.6,10.3,80.8,8.8,2.2,4.2,0.9,3.2,23.1,80144.0,74.3,20.8,4.8,0.1,7.6
2415,Monroe,Hillary Clinton,PA,167881.0,82806.0,85075.0,14.2,68.5,12.7,0.2,2.2,0.0,125659.0,57365.0,2071.0,25022.0,628.0,12.5,16.1,32.2,21.5,23.9,8.5,13.9,78.2,9.5,4.3,2.2,0.7,5.1,38.7,76767.0,81.0,14.1,4.8,0.1,12.0
2420,Stafford,Donald Trump,VA,137145.0,69055.0,68090.0,10.7,65.6,16.7,0.3,2.9,0.1,95373.0,97144.0,2422.0,37198.0,720.0,5.2,7.0,45.9,16.7,22.6,9.1,5.8,72.7,15.5,3.8,1.5,1.1,5.5,40.5,64619.0,64.6,31.9,3.4,0.1,5.5
2425,Elkhart,Donald Trump,IN,200685.0,99175.0,101510.0,14.8,76.1,5.6,0.1,1.1,0.0,132834.0,47913.0,1143.0,21817.0,458.0,16.1,23.7,24.2,15.2,21.8,7.6,31.2,78.7,13.5,0.4,1.6,2.9,2.9,19.6,91085.0,87.5,7.7,4.6,0.2,7.4
2428,Yellowstone,Donald Trump,MT,153692.0,75474.0,78218.0,5.2,87.4,0.6,4.1,0.7,0.1,116221.0,52802.0,1409.0,29576.0,784.0,11.5,14.4,33.1,18.9,25.3,12.1,10.7,80.5,10.5,1.0,2.8,1.5,3.7,19.2,78572.0,82.3,10.6,6.9,0.2,4.1
2433,Hawaii,Hillary Clinton,HI,191482.0,95939.0,95543.0,12.2,30.8,0.6,0.3,21.4,11.1,139714.0,52108.0,1215.0,24548.0,597.0,19.5,29.6,31.1,23.9,25.3,12.0,7.7,74.4,12.3,1.3,2.2,2.2,7.7,25.1,82124.0,69.7,19.4,10.3,0.5,8.1
2438,Paulding,Donald Trump,GA,147400.0,72089.0,75311.0,5.5,74.2,17.3,0.2,0.9,0.0,102693.0,60109.0,1783.0,24930.0,988.0,12.6,17.2,33.6,14.7,28.0,11.5,12.1,82.9,10.0,0.5,0.4,0.5,5.7,37.3,70001.0,78.9,15.6,5.5,0.0,8.7
2441,Berkshire,Hillary Clinton,MA,129288.0,62393.0,66895.0,3.9,89.7,2.7,0.2,1.5,0.0,102573.0,49956.0,1524.0,30469.0,749.0,13.0,19.7,37.3,21.8,23.3,9.2,8.4,77.6,8.6,1.3,5.5,1.6,5.3,20.4,62596.0,78.5,13.4,7.9,0.2,8.9
2445,Washington,Hillary Clinton,RI,126405.0,61286.0,65119.0,2.8,91.6,1.5,0.8,1.8,0.0,101198.0,72807.0,2018.0,36851.0,817.0,9.9,12.0,44.1,19.2,21.8,7.2,7.7,84.1,6.5,1.2,2.6,0.9,4.7,25.5,64824.0,75.9,17.3,6.7,0.1,6.4
2450,Columbia,Donald Trump,GA,136204.0,66418.0,69786.0,6.0,71.1,16.2,0.2,4.0,0.0,96740.0,71021.0,1914.0,30603.0,847.0,9.2,11.5,42.9,14.6,24.6,8.6,9.2,87.0,9.2,0.1,0.7,0.7,2.3,25.0,60928.0,74.5,20.3,5.0,0.1,7.1
2453,DeSoto,Donald Trump,MS,168586.0,81857.0,86729.0,5.0,68.0,23.8,0.1,1.3,0.0,119610.0,58278.0,1553.0,26085.0,585.0,9.8,12.6,33.6,14.5,25.9,10.2,15.8,87.9,8.1,0.1,0.4,0.7,2.7,24.6,82634.0,82.4,12.6,5.0,0.0,7.6
2460,Randolph,Donald Trump,NC,142370.0,70316.0,72054.0,10.9,80.3,5.7,0.4,1.0,0.0,102099.0,41947.0,1067.0,21175.0,550.0,17.6,27.5,26.1,14.6,24.3,10.6,24.4,86.1,9.4,0.1,1.4,0.8,2.1,23.3,63160.0,81.1,12.2,6.6,0.2,9.0
2463,Tazewell,Donald Trump,IL,135697.0,66990.0,68707.0,2.2,94.3,1.2,0.1,0.9,0.0,103374.0,58194.0,1612.0,29718.0,666.0,8.7,11.6,35.5,16.7,24.2,8.0,15.6,86.7,8.0,0.6,1.3,0.7,2.7,21.1,64883.0,84.6,10.7,4.7,0.1,5.5
2467,Black Hawk,Hillary Clinton,IA,132496.0,64707.0,67789.0,4.0,83.0,9.0,0.2,1.7,0.0,101223.0,48369.0,1415.0,25382.0,466.0,15.7,18.8,32.0,18.4,24.2,7.4,18.0,82.7,7.9,0.5,4.6,1.7,2.6,16.0,67141.0,81.0,14.3,4.6,0.1,6.6
2477,Rowan,Donald Trump,NC,138361.0,68359.0,70002.0,8.0,73.2,16.1,0.2,0.9,0.0,102828.0,43069.0,1264.0,21706.0,618.0,18.1,27.8,28.7,18.1,22.6,12.4,18.2,83.1,9.9,0.3,1.6,1.3,3.7,23.9,56519.0,80.7,13.4,5.8,0.2,11.5
2480,Ellis,Donald Trump,TX,157058.0,77570.0,79488.0,24.7,63.9,8.8,0.3,0.6,0.0,105187.0,62465.0,2002.0,26357.0,547.0,12.1,17.1,31.7,14.5,27.1,10.9,15.9,81.6,12.0,0.4,0.6,0.7,4.7,28.7,74703.0,78.5,14.2,7.3,0.1,6.5
2484,Rock Island,Hillary Clinton,IL,147161.0,72422.0,74739.0,12.3,73.9,9.2,0.2,2.1,0.0,107939.0,48817.0,1292.0,26391.0,505.0,14.9,23.9,29.5,18.9,23.9,8.4,19.3,82.4,8.5,1.6,2.4,2.4,2.8,18.8,68438.0,82.8,12.9,4.1,0.2,7.9
2488,La Crosse,Hillary Clinton,WI,117048.0,57261.0,59787.0,1.7,90.6,1.4,0.4,4.5,0.0,91705.0,50539.0,1244.0,27550.0,766.0,14.8,13.6,35.2,19.7,23.5,6.5,15.2,80.5,7.8,1.1,4.9,2.7,3.0,17.8,62292.0,82.1,13.7,4.1,0.1,5.4
2495,Schuylkill,Donald Trump,PA,146360.0,74521.0,71839.0,3.4,92.2,2.6,0.1,0.5,0.0,116075.0,45535.0,1071.0,23682.0,431.0,13.1,19.6,27.8,16.8,22.8,10.6,21.9,82.5,9.9,0.6,3.6,0.7,2.7,25.9,63264.0,81.7,13.0,5.2,0.1,8.8
2500,Dorchester,Donald Trump,SC,145715.0,70881.0,74834.0,4.8,65.1,25.2,0.5,1.7,0.1,104722.0,54901.0,1488.0,25223.0,776.0,13.1,18.4,34.5,16.7,26.1,10.5,12.3,83.6,9.9,0.6,0.9,1.2,3.8,28.2,66723.0,77.0,18.3,4.5,0.2,8.0
2507,Hanover,Donald Trump,VA,101340.0,49687.0,51653.0,2.5,84.7,9.2,0.1,1.5,0.0,76353.0,78645.0,2618.0,34701.0,686.0,6.0,7.9,43.1,14.1,25.8,9.6,7.4,83.9,6.5,0.4,1.6,1.5,6.2,26.0,52677.0,78.6,16.9,4.5,0.0,4.4
2512,Wood,Donald Trump,OH,128885.0,63329.0,65556.0,5.1,89.0,2.6,0.1,1.7,0.0,99791.0,53577.0,1562.0,27477.0,666.0,14.3,12.1,35.3,17.6,23.3,7.9,15.8,84.1,6.7,0.3,4.2,1.7,2.9,20.1,65406.0,79.3,16.1,4.5,0.1,7.2
2517,Spotsylvania,Donald Trump,VA,127691.0,62742.0,64949.0,8.3,70.6,15.6,0.3,2.5,0.2,90536.0,78125.0,2699.0,32105.0,693.0,8.2,10.8,39.0,18.1,23.7,9.8,9.4,79.2,12.1,2.8,0.6,1.1,4.2,38.2,62469.0,72.4,23.1,4.4,0.1,6.2
2522,Harrison,Donald Trump,MS,196268.0,97348.0,98920.0,5.4,65.3,23.0,0.4,3.0,0.0,143562.0,41722.0,997.0,22120.0,510.0,20.8,31.6,27.9,23.8,25.0,12.2,11.2,81.3,10.0,1.0,4.4,1.2,2.1,21.9,82911.0,74.9,19.2,5.8,0.1,9.7
2529,Tippecanoe,Donald Trump,IN,180952.0,92366.0,88586.0,7.9,78.4,4.4,0.1,7.2,0.0,128850.0,45932.0,1223.0,23529.0,647.0,22.2,21.4,37.9,18.2,21.0,7.0,15.9,74.4,10.5,3.0,6.3,2.6,3.3,17.6,86629.0,79.4,16.8,3.7,0.1,6.5
2532,Schenectady,Hillary Clinton,NY,154796.0,75210.0,79586.0,6.4,75.1,9.3,0.2,4.2,0.0,115771.0,58114.0,1661.0,28902.0,610.0,12.6,20.8,38.2,19.4,25.4,7.0,10.0,80.3,7.6,4.0,3.3,1.4,3.4,22.6,74134.0,75.7,19.6,4.7,0.0,7.4
2536,Comal,Donald Trump,TX,119632.0,59187.0,60445.0,26.3,69.4,1.9,0.1,0.9,0.0,88281.0,65833.0,3291.0,32838.0,990.0,8.8,13.0,37.8,16.6,25.6,11.0,8.9,80.5,9.2,0.1,1.1,1.4,7.6,30.3,54190.0,77.2,13.2,9.1,0.4,4.9
2540,Shasta,Donald Trump,CA,178942.0,87851.0,91091.0,9.2,81.2,1.0,2.2,2.6,0.2,135991.0,44620.0,1209.0,24107.0,471.0,18.0,23.5,31.4,21.4,27.4,10.8,8.9,81.9,8.1,0.7,2.1,1.8,5.5,20.0,69261.0,72.9,16.7,10.3,0.2,10.3
2545,Hampton city,Hillary Clinton,VA,137081.0,66111.0,70970.0,5.2,40.2,49.0,0.4,2.3,0.0,104621.0,49190.0,1493.0,25029.0,497.0,15.3,24.3,32.5,19.1,26.1,10.1,12.3,82.5,8.1,2.8,2.5,1.4,2.8,22.2,60826.0,73.5,22.5,4.0,0.0,9.8
2550,Rankin,Donald Trump,MS,146761.0,70809.0,75952.0,2.6,75.2,19.6,0.1,1.2,0.0,108807.0,58801.0,1989.0,27389.0,670.0,10.0,11.3,41.0,14.0,25.5,10.6,8.8,87.5,8.9,0.1,0.4,0.9,2.3,25.4,69233.0,76.5,19.3,4.1,0.1,5.4
2557,Coweta,Donald Trump,GA,133416.0,65194.0,68222.0,6.7,71.9,17.6,0.1,1.7,0.0,94187.0,62461.0,1834.0,28106.0,797.0,13.2,19.3,34.0,16.3,24.2,10.0,15.4,82.0,11.0,0.7,0.2,1.5,4.6,30.5,62298.0,80.8,14.2,4.8,0.2,7.0
2560,Sandoval,Hillary Clinton,NM,136638.0,67141.0,69497.0,36.9,45.5,1.9,11.9,1.3,0.0,99722.0,58982.0,1834.0,26742.0,708.0,14.2,18.6,39.7,17.5,25.0,10.0,7.8,81.9,8.3,1.2,1.3,1.5,5.7,29.2,58433.0,72.3,21.4,6.2,0.1,9.2
2568,Washington,Donald Trump,MD,149270.0,76058.0,73212.0,4.0,81.5,9.7,0.2,1.6,0.0,112748.0,56228.0,1335.0,27066.0,512.0,12.9,20.0,32.5,18.0,24.7,10.1,14.7,81.0,9.9,1.1,2.1,1.0,4.8,28.4,67555.0,76.6,18.1,5.1,0.2,8.5
2572,Fayette,Donald Trump,GA,108655.0,52720.0,55935.0,7.0,65.6,20.6,0.3,4.0,0.1,77826.0,79066.0,2497.0,36362.0,884.0,8.5,12.1,43.3,13.2,25.0,6.8,11.7,81.7,7.8,1.1,0.7,1.7,7.1,30.8,49795.0,79.2,15.8,4.9,0.1,7.6
2575,Cambria,Donald Trump,PA,139381.0,68740.0,70641.0,1.5,93.0,3.3,0.1,0.5,0.0,111556.0,42107.0,941.0,23410.0,542.0,15.2,24.5,32.1,19.9,23.4,9.8,14.8,82.9,8.9,1.2,2.8,1.6,2.7,23.7,58018.0,81.5,14.1,4.2,0.1,8.5
2580,Pueblo,Hillary Clinton,CO,161519.0,79535.0,81984.0,42.3,53.0,1.7,0.5,0.7,0.0,119920.0,41286.0,901.0,22191.0,426.0,19.8,27.6,30.1,22.8,25.7,9.8,11.7,79.9,12.2,1.0,2.7,1.2,3.0,21.1,65300.0,76.6,18.7,4.5,0.2,10.8
2602,Sullivan,Donald Trump,TN,156752.0,75894.0,80858.0,1.7,93.8,1.9,0.2,0.6,0.0,124214.0,40346.0,883.0,24544.0,557.0,17.5,26.9,32.4,17.5,27.1,9.0,14.0,86.7,8.5,0.2,0.6,1.1,2.9,21.9,66313.0,81.2,11.8,6.9,0.1,8.2
2609,Tulare,Donald Trump,CA,454033.0,227426.0,226607.0,62.4,30.7,1.3,0.7,3.2,0.1,243032.0,42031.0,920.0,17876.0,353.0,28.1,37.9,23.9,18.6,20.4,22.9,14.3,76.5,15.6,0.7,1.9,2.2,3.1,22.7,170780.0,76.8,16.5,6.5,0.3,12.0
2614,Clark,Donald Trump,OH,136827.0,66217.0,70610.0,3.0,84.7,8.5,0.1,0.7,0.1,104011.0,43625.0,1128.0,23445.0,471.0,18.3,28.7,29.2,18.2,24.4,8.5,19.7,82.4,9.9,0.9,2.7,0.9,3.3,22.2,59111.0,81.5,12.8,5.4,0.2,10.0
2619,Houston,Donald Trump,GA,147570.0,71562.0,76008.0,6.5,58.5,29.1,0.2,2.8,0.0,105036.0,53270.0,2008.0,24368.0,689.0,17.2,25.8,35.3,17.6,23.0,11.9,12.2,85.4,10.7,0.1,0.5,1.4,1.9,21.1,64013.0,64.2,31.4,4.3,0.1,9.7
2622,Lebanon,Donald Trump,PA,135776.0,66380.0,69396.0,11.0,84.7,1.7,0.1,1.1,0.0,102524.0,55499.0,1191.0,26526.0,568.0,11.3,17.3,29.0,18.4,23.8,10.0,18.7,80.1,10.1,0.6,4.1,1.2,3.9,23.2,65090.0,81.0,12.3,6.4,0.2,6.9
2627,Calhoun,Donald Trump,MI,134790.0,65845.0,68945.0,4.7,79.1,10.7,0.7,1.9,0.0,100664.0,42520.0,1056.0,23150.0,502.0,17.5,25.4,27.7,19.9,22.9,7.8,21.6,80.8,10.7,0.8,3.2,1.1,3.3,20.5,56687.0,83.7,11.9,4.3,0.1,10.0
2633,Bibb,Hillary Clinton,GA,154816.0,73011.0,81805.0,3.1,40.7,52.9,0.1,1.7,0.0,112620.0,36519.0,858.0,21591.0,622.0,27.4,42.6,34.6,19.1,28.7,7.5,10.1,82.5,9.9,1.0,1.9,2.2,2.5,20.7,60115.0,79.2,16.3,4.3,0.2,12.4
2636,Sheboygan,Donald Trump,WI,115226.0,57960.0,57266.0,5.9,85.9,1.4,0.2,5.1,0.0,85918.0,53713.0,1167.0,27034.0,528.0,9.2,12.9,29.1,17.2,21.7,8.0,24.0,84.4,7.5,0.4,3.0,1.5,3.2,18.3,59133.0,86.8,8.7,4.4,0.1,5.8
2643,Florence,Donald Trump,SC,138330.0,64688.0,73642.0,2.4,53.2,41.5,0.2,1.2,0.0,103077.0,42080.0,1211.0,22877.0,638.0,19.8,28.0,34.1,18.9,25.4,7.9,13.7,83.9,9.3,0.3,1.2,1.6,3.7,22.8,58296.0,78.0,16.4,5.5,0.1,12.1
2663,Lee,Donald Trump,AL,150982.0,74277.0,76705.0,3.7,68.2,23.0,0.1,3.3,0.0,112580.0,44570.0,2152.0,24356.0,772.0,23.8,24.0,39.7,16.1,22.9,8.3,13.0,84.6,8.0,1.0,2.2,1.0,3.1,21.7,68614.0,75.5,20.3,4.1,0.1,7.3
2667,Monroe,Hillary Clinton,IN,142404.0,70830.0,71574.0,3.2,84.8,2.9,0.2,6.1,0.0,111373.0,42404.0,1539.0,24266.0,638.0,24.8,18.7,42.8,19.5,21.7,6.0,10.0,70.3,9.5,4.3,8.4,3.3,4.1,18.4,69887.0,73.2,21.2,5.5,0.1,6.9
2670,Boone,Donald Trump,KY,124617.0,61530.0,63087.0,3.9,88.8,2.9,0.2,2.4,0.0,86782.0,66730.0,1965.0,29866.0,835.0,8.2,11.2,38.8,13.4,27.1,6.8,13.8,85.2,7.9,1.0,1.0,1.1,3.8,24.1,62624.0,85.2,11.3,3.5,0.1,5.6
2676,Missoula,Hillary Clinton,MT,111966.0,56328.0,55638.0,3.0,90.1,0.5,2.5,1.2,0.1,88719.0,46164.0,1598.0,26779.0,721.0,16.0,13.9,39.1,20.6,23.4,9.5,7.4,71.9,10.3,1.8,5.2,5.4,5.5,17.5,59103.0,75.6,17.2,7.2,0.0,8.2
2681,Flagler,Donald Trump,FL,100783.0,48229.0,52554.0,9.6,75.1,10.7,0.1,2.3,0.0,78525.0,47866.0,1719.0,24360.0,847.0,14.8,24.5,30.0,20.9,31.0,9.0,9.0,80.8,8.4,0.2,0.5,2.1,8.1,26.0,36923.0,81.7,12.4,5.9,0.0,9.3
2687,Douglas,Hillary Clinton,GA,136520.0,65637.0,70883.0,8.8,45.9,41.2,0.1,1.7,0.0,93963.0,53881.0,2368.0,23158.0,609.0,16.4,22.0,33.3,14.5,27.7,9.4,15.1,79.6,12.0,0.9,1.0,1.4,5.1,31.4,61844.0,80.5,13.7,5.7,0.1,10.5
2690,Montgomery,Donald Trump,TN,185980.0,92677.0,93303.0,9.3,65.5,18.7,0.5,2.1,0.4,130657.0,50344.0,1097.0,22916.0,516.0,15.8,22.6,32.2,18.7,24.9,9.3,14.9,84.8,8.1,1.0,2.2,1.8,2.0,24.2,73139.0,70.1,23.7,6.1,0.2,9.7
2697,Johnson,Donald Trump,TX,155450.0,77610.0,77840.0,19.5,74.6,2.5,0.5,0.8,0.4,107432.0,58135.0,1678.0,25310.0,696.0,12.1,17.7,31.0,14.5,24.1,13.0,17.5,84.7,8.8,0.2,1.2,1.1,3.9,30.0,68950.0,80.9,13.3,5.7,0.1,7.3
2701,Guadalupe,Donald Trump,TX,143460.0,70832.0,72628.0,36.7,52.6,6.7,0.2,1.6,0.0,100348.0,62420.0,1828.0,26928.0,545.0,9.8,13.7,34.4,16.1,25.0,10.0,14.6,84.4,9.9,0.2,0.7,1.1,3.7,25.3,66822.0,77.0,17.9,4.8,0.3,5.7
2705,Webb,Hillary Clinton,TX,263251.0,128182.0,135069.0,95.3,3.7,0.3,0.1,0.6,0.0,127050.0,38862.0,1215.0,15096.0,390.0,31.8,42.9,26.2,22.5,28.3,10.4,12.6,79.3,14.2,1.2,1.5,0.7,3.1,21.7,98996.0,74.6,19.4,5.8,0.2,6.0
